Gmt time,Open,High,Low,Close,Volume
01.01.2017 00:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 01:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 02:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 03:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 04:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 05:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 06:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 07:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 08:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 09:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 10:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 11:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 12:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 13:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 14:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 15:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 16:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 17:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 18:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 19:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 20:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 21:00:00.000,116.929,116.929,116.929,116.929,0
01.01.2017 22:00:00.000,116.762,116.962,116.724,116.927,193.67
01.01.2017 23:00:00.000,116.932,116.981,116.722,116.763,310.45
02.01.2017 00:00:00.000,116.795,116.799,116.727,116.746,161.43
02.01.2017 01:00:00.000,116.747,116.792,116.745,116.770,199.38
02.01.2017 02:00:00.000,116.772,116.966,116.757,116.818,328.86
02.01.2017 03:00:00.000,116.824,116.824,116.766,116.806,404.51
02.01.2017 04:00:00.000,116.832,116.851,116.807,116.843,207.19
02.01.2017 05:00:00.000,116.845,116.882,116.840,116.848,128.77
02.01.2017 06:00:00.000,116.848,116.909,116.848,116.859,92.41
02.01.2017 07:00:00.000,116.866,117.147,116.866,117.123,2679.76
02.01.2017 08:00:00.000,117.123,117.447,117.111,117.379,4961.8701
02.01.2017 09:00:00.000,117.377,117.440,117.296,117.416,4716.4102
02.01.2017 10:00:00.000,117.416,117.436,117.338,117.342,3725.8799
02.01.2017 11:00:00.000,117.341,117.409,117.319,117.388,1113.97
02.01.2017 12:00:00.000,117.389,117.487,117.387,117.481,2886.02
02.01.2017 13:00:00.000,117.482,117.495,117.319,117.327,2481.8401
02.01.2017 14:00:00.000,117.324,117.395,117.324,117.367,5247.1802
02.01.2017 15:00:00.000,117.367,117.424,117.341,117.368,8504.0996
02.01.2017 16:00:00.000,117.368,117.398,117.314,117.376,2828.51
02.01.2017 17:00:00.000,117.376,117.409,117.329,117.358,4742.5801
02.01.2017 18:00:00.000,117.358,117.495,117.355,117.461,2112.04
02.01.2017 19:00:00.000,117.463,117.657,117.457,117.590,6491.5
02.01.2017 20:00:00.000,117.590,117.638,117.511,117.575,7010.3799
02.01.2017 21:00:00.000,117.576,117.665,117.508,117.509,3340.1299
02.01.2017 22:00:00.000,117.510,117.545,117.257,117.306,2250.03
02.01.2017 23:00:00.000,117.305,117.529,117.215,117.454,10870.5498
03.01.2017 00:00:00.000,117.457,117.524,117.340,117.359,7196.6499
03.01.2017 01:00:00.000,117.357,117.423,117.282,117.385,4830.2998
03.01.2017 02:00:00.000,117.387,117.441,117.325,117.383,5839.23
03.01.2017 03:00:00.000,117.383,117.407,117.355,117.377,3567.4399
03.01.2017 04:00:00.000,117.376,117.393,117.315,117.323,4155.1802
03.01.2017 05:00:00.000,117.324,117.370,117.289,117.340,3221.1899
03.01.2017 06:00:00.000,117.340,117.503,117.315,117.489,3989.28
03.01.2017 07:00:00.000,117.489,117.966,117.488,117.835,11460.0195
03.01.2017 08:00:00.000,117.840,118.074,117.801,118.064,10471.3896
03.01.2017 09:00:00.000,118.059,118.199,117.988,118.153,10882.7197
03.01.2017 10:00:00.000,118.152,118.289,118.067,118.262,7543.5698
03.01.2017 11:00:00.000,118.265,118.348,118.199,118.200,8926.5
03.01.2017 12:00:00.000,118.200,118.315,118.143,118.163,8351.6201
03.01.2017 13:00:00.000,118.162,118.278,118.151,118.182,7681.5
03.01.2017 14:00:00.000,118.183,118.264,118.066,118.254,10523.0596
03.01.2017 15:00:00.000,118.249,118.604,117.973,118.032,18955.1406
03.01.2017 16:00:00.000,118.031,118.084,117.351,117.688,19532.4102
03.01.2017 17:00:00.000,117.690,117.717,117.404,117.434,9247.6699
03.01.2017 18:00:00.000,117.433,117.601,117.223,117.590,8493.9199
03.01.2017 19:00:00.000,117.595,117.695,117.578,117.671,6445.3901
03.01.2017 20:00:00.000,117.669,117.739,117.514,117.730,7106.0601
03.01.2017 21:00:00.000,117.732,117.776,117.641,117.740,3790.73
03.01.2017 22:00:00.000,117.735,117.767,117.617,117.698,1590.33
03.01.2017 23:00:00.000,117.696,117.699,117.539,117.632,7193.3701
04.01.2017 00:00:00.000,117.635,117.955,117.630,117.945,10204.9404
04.01.2017 01:00:00.000,117.943,118.185,117.871,118.141,10241.6299
04.01.2017 02:00:00.000,118.143,118.146,117.938,117.945,8427.8203
04.01.2017 03:00:00.000,117.944,118.051,117.864,117.934,7061.7598
04.01.2017 04:00:00.000,117.934,118.010,117.891,118.004,5755.46
04.01.2017 05:00:00.000,118.002,118.161,118.002,118.078,5702.0601
04.01.2017 06:00:00.000,118.077,118.181,117.938,118.055,6674.0601
04.01.2017 07:00:00.000,118.053,118.110,117.909,117.999,9810.04
04.01.2017 08:00:00.000,118.001,118.001,117.680,117.764,11609.9502
04.01.2017 09:00:00.000,117.764,117.777,117.520,117.687,9720.8701
04.01.2017 10:00:00.000,117.689,117.770,117.561,117.600,8400.5596
04.01.2017 11:00:00.000,117.601,117.603,117.360,117.576,9652.71
04.01.2017 12:00:00.000,117.579,117.707,117.483,117.516,8219.8096
04.01.2017 13:00:00.000,117.512,117.639,117.398,117.516,9706.0703
04.01.2017 14:00:00.000,117.516,117.551,117.102,117.175,14626.2305
04.01.2017 15:00:00.000,117.175,117.364,117.055,117.187,14209.8301
04.01.2017 16:00:00.000,117.189,117.454,117.179,117.382,9365.5801
04.01.2017 17:00:00.000,117.382,117.404,117.231,117.380,5685.71
04.01.2017 18:00:00.000,117.382,117.458,117.332,117.402,5086.7002
04.01.2017 19:00:00.000,117.404,117.753,117.099,117.598,15552.0098
04.01.2017 20:00:00.000,117.602,117.614,117.325,117.366,7463.8101
04.01.2017 21:00:00.000,117.366,117.371,117.200,117.222,4169.5601
04.01.2017 22:00:00.000,117.222,117.284,117.209,117.264,1411.53
04.01.2017 23:00:00.000,117.265,117.429,117.110,117.134,5261.27
05.01.2017 00:00:00.000,117.133,117.133,116.299,116.366,17304.1992
05.01.2017 01:00:00.000,116.361,116.719,116.326,116.535,12924.46
05.01.2017 02:00:00.000,116.538,116.651,116.393,116.520,11268.2305
05.01.2017 03:00:00.000,116.526,116.536,116.280,116.470,10204.5898
05.01.2017 04:00:00.000,116.469,116.561,116.345,116.394,8053.0601
05.01.2017 05:00:00.000,116.395,116.534,116.077,116.479,13169.7002
05.01.2017 06:00:00.000,116.480,116.494,115.578,115.737,14471.6104
05.01.2017 07:00:00.000,115.739,116.063,115.652,115.943,15797.5801
05.01.2017 08:00:00.000,115.950,116.483,115.677,116.337,16578.5391
05.01.2017 09:00:00.000,116.336,116.714,116.242,116.611,12536.0498
05.01.2017 10:00:00.000,116.611,116.791,116.426,116.751,9123.4697
05.01.2017 11:00:00.000,116.749,116.751,116.515,116.663,8656.5098
05.01.2017 12:00:00.000,116.662,116.767,116.420,116.537,9312.8496
05.01.2017 13:00:00.000,116.538,116.642,115.969,116.163,18107.6191
05.01.2017 14:00:00.000,116.163,116.174,115.880,116.013,16578.4902
05.01.2017 15:00:00.000,116.016,116.108,115.249,115.489,22555.5293
05.01.2017 16:00:00.000,115.491,115.573,115.218,115.467,19696.5
05.01.2017 17:00:00.000,115.464,115.548,115.372,115.404,9675.5703
05.01.2017 18:00:00.000,115.403,115.675,115.342,115.534,6561.3701
05.01.2017 19:00:00.000,115.532,115.712,115.502,115.584,6493.1201
